dracut,056-2,2,dracut-056-2-x86_64.chi.zst,d/dracut-056-2-x86_64.chi.zst
dragon,20.08.1-1,1,dragon-20.08.1-1-x86_64.chi.zst,d/dragon-20.08.1-1-x86_64.chi.zst
drbl,2.30.5-3,3,drbl-2.30.5-3-any.chi.zst,d/drbl-2.30.5-3-any.chi.zst
drkonqi,5.27.7-1,1,drkonqi-5.27.7-1-x86_64.chi.zst,d/drkonqi-5.27.7-1-x86_64.chi.zst
drupal,9.2.9-2,2,drupal-9.2.9-2-any.chi.zst,d/drupal-9.2.9-2-any.chi.zst
dtc,1.7.0-4,4,dtc-1.7.0-4-x86_64.chi.zst,d/dtc-1.7.0-4-x86_64.chi.zst
dtkcommon,5.6.9-1,1,dtkcommon-5.6.9-1-any.chi.zst,d/dtkcommon-5.6.9-1-any.chi.zst
dtkcore,1%3A5.6.13-1,1,dtkcore-1%3A5.6.13-1-x86_64.chi.zst,d/dtkcore-1%3A5.6.13-1-x86_64.chi.zst
dtkdeclarative,5.6.12-1,1,dtkdeclarative-5.6.12-1-x86_64.chi.zst,d/dtkdeclarative-5.6.12-1-x86_64.chi.zst
dtkgui,5.6.1.1-1,1,dtkgui-5.6.1.1-1-x86_64.chi.zst,d/dtkgui-5.6.1.1-1-x86_64.chi.zst
dtkwidget,5.6.12-1,1,dtkwidget-5.6.12-1-x86_64.chi.zst,d/dtkwidget-5.6.12-1-x86_64.chi.zst
dtkwm,2.0.12-19,19,dtkwm-2.0.12-19-x86_64.chi.zst,d/dtkwm-2.0.12-19-x86_64.chi.zst
duf,0.8.1-2,2,duf-0.8.1-2-x86_64.chi.zst,d/duf-0.8.1-2-x86_64.chi.zst
duktape,2.7.0-6,6,duktape-2.7.0-6-x86_64.chi.zst,d/duktape-2.7.0-6-x86_64.chi.zst
dumb,2.0.3-3,3,dumb-2.0.3-3-x86_64.chi.zst,d/dumb-2.0.3-3-x86_64.chi.zst
dunst,1.9.2-1,1,dunst-1.9.2-1-x86_64.chi.zst,d/dunst-1.9.2-1-x86_64.chi.zst
dust,0.8.0-1,1,dust-0.8.0-1-x86_64.chi.zst,d/dust-0.8.0-1-x86_64.chi.zst
dvd%2Brw-tools,7.1-9,9,dvd%2Brw-tools-7.1-9-x86_64.chi.zst,d/dvd%2Brw-tools-7.1-9-x86_64.chi.zst
dvdauthor,0.7.2-8,8,dvdauthor-0.7.2-8-x86_64.chi.zst,d/dvdauthor-0.7.2-8-x86_64.chi.zst
dvdstyler,3.1.2-2,2,dvdstyler-3.1.2-2-x86_64.chi.zst,d/dvdstyler-3.1.2-2-x86_64.chi.zst
dvisvgm,3.1-2,2,dvisvgm-3.1-2-x86_64.chi.zst,d/dvisvgm-3.1-2-x86_64.chi.zst
dwayland,5.24.3.deepin.1.4-1,1,dwayland-5.24.3.deepin.1.4-1-x86_64.chi.zst,d/dwayland-5.24.3.deepin.1.4-1-x86_64.chi.zst
e-antic,1.2.1-1,1,e-antic-1.2.1-1-x86_64.chi.zst,e/e-antic-1.2.1-1-x86_64.chi.zst
e2fsprogs,1.47.0-1,1,e2fsprogs-1.47.0-1-x86_64.chi.zst,e/e2fsprogs-1.47.0-1-x86_64.chi.zst
ebook-tools,0.2.2-7,7,ebook-tools-0.2.2-7-x86_64.chi.zst,e/ebook-tools-0.2.2-7-x86_64.chi.zst
ebtables,2.0.10_4-8,8,ebtables-2.0.10_4-8-x86_64.chi.zst,e/ebtables-2.0.10_4-8-x86_64.chi.zst
ecl,21.2.1-3,3,ecl-21.2.1-3-x86_64.chi.zst,e/ecl-21.2.1-3-x86_64.chi.zst
eclib,20210625-3,3,eclib-20210625-3-x86_64.chi.zst,e/eclib-20210625-3-x86_64.chi.zst
ecryptfs-utils,111-7,7,ecryptfs-utils-111-7-x86_64.chi.zst,e/ecryptfs-utils-111-7-x86_64.chi.zst
ed,1.16-1,1,ed-1.16-1-x86_64.chi.zst,e/ed-1.16-1-x86_64.chi.zst
edid-decode-git,r654.a31e680-1,1,edid-decode-git-r654.a31e680-1-x86_64.chi.zst,e/edid-decode-git-r654.a31e680-1-x86_64.chi.zst
editorconfig-core-c,0.12.6-1,1,editorconfig-core-c-0.12.6-1-x86_64.chi.zst,e/editorconfig-core-c-0.12.6-1-x86_64.chi.zst
edk2-ovmf,202305-1,1,edk2-ovmf-202305-1-any.chi.zst,e/edk2-ovmf-202305-1-any.chi.zst
edk2-shell,202302-1,1,edk2-shell-202302-1-any.chi.zst,e/edk2-shell-202302-1-any.chi.zst
efibootmgr,18-2,2,efibootmgr-18-2-x86_64.chi.zst,e/efibootmgr-18-2-x86_64.chi.zst
efitools,1.9.2-5,5,efitools-1.9.2-5-x86_64.chi.zst,e/efitools-1.9.2-5-x86_64.chi.zst
efivar,38-3,3,efivar-38-3-x86_64.chi.zst,e/efivar-38-3-x86_64.chi.zst
efl,1.26.3-6,6,efl-1.26.3-6-x86_64.chi.zst,e/efl-1.26.3-6-x86_64.chi.zst
egl-wayland,2%3A1.1.12-1,1,egl-wayland-2%3A1.1.12-1-x86_64.chi.zst,e/egl-wayland-2%3A1.1.12-1-x86_64.chi.zst
eglexternalplatform,1.1-2,2,eglexternalplatform-1.1-2-any.chi.zst,e/eglexternalplatform-1.1-2-any.chi.zst
electron,22.3.3-1,1,electron-22.3.3-1-x86_64.chi.zst,e/electron-22.3.3-1-x86_64.chi.zst
electron11,11.5.0-4,4,electron11-11.5.0-4-x86_64.chi.zst,e/electron11-11.5.0-4-x86_64.chi.zst
electron12,12.2.3-4,4,electron12-12.2.3-4-x86_64.chi.zst,e/electron12-12.2.3-4-x86_64.chi.zst
electron13,13.6.9-3,3,electron13-13.6.9-3-x86_64.chi.zst,e/electron13-13.6.9-3-x86_64.chi.zst
electron17,17.4.11-6,6,electron17-17.4.11-6-x86_64.chi.zst,e/electron17-17.4.11-6-x86_64.chi.zst
electron18,18.3.15-4,4,electron18-18.3.15-4-x86_64.chi.zst,e/electron18-18.3.15-4-x86_64.chi.zst
electron19,19.1.9-5,5,electron19-19.1.9-5-x86_64.chi.zst,e/electron19-19.1.9-5-x86_64.chi.zst
electron22,22.3.18-2,2,electron22-22.3.18-2-x86_64.chi.zst,e/electron22-22.3.18-2-x86_64.chi.zst
electron25,25.3.2-2,2,electron25-25.3.2-2-x86_64.chi.zst,e/electron25-25.3.2-2-x86_64.chi.zst
electron5,5.0.13-7,7,electron5-5.0.13-7-x86_64.chi.zst,e/electron5-5.0.13-7-x86_64.chi.zst
electron6,6.1.9-6,6,electron6-6.1.9-6-x86_64.chi.zst,e/electron6-6.1.9-6-x86_64.chi.zst
electron7,7.1.14-7,7,electron7-7.1.14-7-x86_64.chi.zst,e/electron7-7.1.14-7-x86_64.chi.zst
elementary-icon-theme,7.3.0-1,1,elementary-icon-theme-7.3.0-1-any.chi.zst,e/elementary-icon-theme-7.3.0-1-any.chi.zst
elfutils,0.189-3,3,elfutils-0.189-3-x86_64.chi.zst,e/elfutils-0.189-3-x86_64.chi.zst
elinks,0.15.0-1,1,elinks-0.15.0-1-x86_64.chi.zst,e/elinks-0.15.0-1-x86_64.chi.zst
elixir,1.14.0-1,1,elixir-1.14.0-1-any.chi.zst,e/elixir-1.14.0-1-any.chi.zst
ell,0.56-1,1,ell-0.56-1-x86_64.chi.zst,e/ell-0.56-1-x86_64.chi.zst
emacs,29.1-4,4,emacs-29.1-4-x86_64.chi.zst,e/emacs-29.1-4-x86_64.chi.zst
emacs-php-mode,1.24.0-2,2,emacs-php-mode-1.24.0-2-any.chi.zst,e/emacs-php-mode-1.24.0-2-any.chi.zst
emacs-python-mode,6.2.3-2,2,emacs-python-mode-6.2.3-2-any.chi.zst,e/emacs-python-mode-6.2.3-2-any.chi.zst
embree,3.13.3-2,2,embree-3.13.3-2-x86_64.chi.zst,e/embree-3.13.3-2-x86_64.chi.zst
enca,1.19-5,5,enca-1.19-5-x86_64.chi.zst,e/enca-1.19-5-x86_64.chi.zst
enchant,2.5.0-1,1,enchant-2.5.0-1-x86_64.chi.zst,e/enchant-2.5.0-1-x86_64.chi.zst
endeavour,43.0-2,2,endeavour-43.0-2-x86_64.chi.zst,e/endeavour-43.0-2-x86_64.chi.zst
endeavouros-keyring,20230523-1,1,endeavouros-keyring-20230523-1-any.chi.zst,e/endeavouros-keyring-20230523-1-any.chi.zst
endeavouros-mirrorlist,23.7-1,1,endeavouros-mirrorlist-23.7-1-any.chi.zst,e/endeavouros-mirrorlist-23.7-1-any.chi.zst
enet,1.3.15-1,1,enet-1.3.15-1-x86_64.chi.zst,e/enet-1.3.15-1-x86_64.chi.zst
engrampa,1.27.0-1,1,engrampa-1.27.0-1-x86_64.chi.zst,e/engrampa-1.27.0-1-x86_64.chi.zst
enlightenment,0.25.4-2,2,enlightenment-0.25.4-2-x86_64.chi.zst,e/enlightenment-0.25.4-2-x86_64.chi.zst
enscript,1.6.6-5,5,enscript-1.6.6-5-x86_64.chi.zst,e/enscript-1.6.6-5-x86_64.chi.zst
eog,44.3-1,1,eog-44.3-1-x86_64.chi.zst,e/eog-44.3-1-x86_64.chi.zst
eom,1.27.0-1,1,eom-1.27.0-1-x86_64.chi.zst,e/eom-1.27.0-1-x86_64.chi.zst
epdfview,0.1.8-10,10,epdfview-0.1.8-10-x86_64.chi.zst,e/epdfview-0.1.8-10-x86_64.chi.zst
epiphany,44.6-1,1,epiphany-44.6-1-x86_64.chi.zst,e/epiphany-44.6-1-x86_64.chi.zst
erlang-nox,26.0.2-1,1,erlang-nox-26.0.2-1-x86_64.chi.zst,e/erlang-nox-26.0.2-1-x86_64.chi.zst
erofs-utils,1.6-1,1,erofs-utils-1.6-1-x86_64.chi.zst,e/erofs-utils-1.6-1-x86_64.chi.zst
eslint,7.4.0-1,1,eslint-7.4.0-1-any.chi.zst,e/eslint-7.4.0-1-any.chi.zst
espeak-ng,1.51.1-2,2,espeak-ng-1.51.1-2-x86_64.chi.zst,e/espeak-ng-1.51.1-2-x86_64.chi.zst
espeakup,0.90-2,2,espeakup-0.90-2-x86_64.chi.zst,e/espeakup-0.90-2-x86_64.chi.zst
ethtool,1%3A6.2-1,1,ethtool-1%3A6.2-1-x86_64.chi.zst,e/ethtool-1%3A6.2-1-x86_64.chi.zst
eve-ng-integration-git,r76.43153be-1,1,eve-ng-integration-git-r76.43153be-1-any.chi.zst,e/eve-ng-integration-git-r76.43153be-1-any.chi.zst
evince,44.3-1,1,evince-44.3-1-x86_64.chi.zst,e/evince-44.3-1-x86_64.chi.zst
evolution,3.48.4-1,1,evolution-3.48.4-1-x86_64.chi.zst,e/evolution-3.48.4-1-x86_64.chi.zst
evolution-data-server,3.48.4-2,2,evolution-data-server-3.48.4-2-x86_64.chi.zst,e/evolution-data-server-3.48.4-2-x86_64.chi.zst
exa,0.10.1-6,6,exa-0.10.1-6-x86_64.chi.zst,e/exa-0.10.1-6-x86_64.chi.zst
exempi,2.6.4-1,1,exempi-2.6.4-1-x86_64.chi.zst,e/exempi-2.6.4-1-x86_64.chi.zst
exfat-utils,1.3.0-1,1,exfat-utils-1.3.0-1-x86_64.chi.zst,e/exfat-utils-1.3.0-1-x86_64.chi.zst
exfatprogs,1.2.1-1,1,exfatprogs-1.2.1-1-x86_64.chi.zst,e/exfatprogs-1.2.1-1-x86_64.chi.zst
exim,4.94-2,2,exim-4.94-2-x86_64.chi.zst,e/exim-4.94-2-x86_64.chi.zst
exiv2,0.28.0-3,3,exiv2-0.28.0-3-x86_64.chi.zst,e/exiv2-0.28.0-3-x86_64.chi.zst
exo,4.18.0-1,1,exo-4.18.0-1-x86_64.chi.zst,e/exo-4.18.0-1-x86_64.chi.zst
expac,10-5,5,expac-10-5-x86_64.chi.zst,e/expac-10-5-x86_64.chi.zst
expat,2.5.0-1,1,expat-2.5.0-1-x86_64.chi.zst,e/expat-2.5.0-1-x86_64.chi.zst
expect,5.45.4-2,2,expect-5.45.4-2-x86_64.chi.zst,e/expect-5.45.4-2-x86_64.chi.zst
extra-cmake-modules,5.92.0-1,1,extra-cmake-modules-5.92.0-1-any.chi.zst,e/extra-cmake-modules-5.92.0-1-any.chi.zst
f2fs-tools,1.16.0-2,2,f2fs-tools-1.16.0-2-x86_64.chi.zst,f/f2fs-tools-1.16.0-2-x86_64.chi.zst
faac,1.30-4,4,faac-1.30-4-x86_64.chi.zst,f/faac-1.30-4-x86_64.chi.zst
faad2,2.10.1-1,1,faad2-2.10.1-1-x86_64.chi.zst,f/faad2-2.10.1-1-x86_64.chi.zst
fabric,2.7.0-1,1,fabric-2.7.0-1-any.chi.zst,f/fabric-2.7.0-1-any.chi.zst
fakechroot,2.20.1-2,2,fakechroot-2.20.1-2-x86_64.chi.zst,f/fakechroot-2.20.1-2-x86_64.chi.zst
fakeroot,1.32.1-1,1,fakeroot-1.32.1-1-x86_64.chi.zst,f/fakeroot-1.32.1-1-x86_64.chi.zst
farstream,0.2.9-2,2,farstream-0.2.9-2-x86_64.chi.zst,f/farstream-0.2.9-2-x86_64.chi.zst
fatresize,1.1.0-1,1,fatresize-1.1.0-1-x86_64.chi.zst,f/fatresize-1.1.0-1-x86_64.chi.zst
faudio,23.07-1,1,faudio-23.07-1-x86_64.chi.zst,f/faudio-23.07-1-x86_64.chi.zst
fcgi,2.4.2-2,2,fcgi-2.4.2-2-x86_64.chi.zst,f/fcgi-2.4.2-2-x86_64.chi.zst
fcgiwrap,1.1.0-8,8,fcgiwrap-1.1.0-8-x86_64.chi.zst,f/fcgiwrap-1.1.0-8-x86_64.chi.zst
fcrackzip,1.0-6,6,fcrackzip-1.0-6-x86_64.chi.zst,f/fcrackzip-1.0-6-x86_64.chi.zst
fcron,3.2.1-5,5,fcron-3.2.1-5-x86_64.chi.zst,f/fcron-3.2.1-5-x86_64.chi.zst
fdkaac,1.0.2-2,2,fdkaac-1.0.2-2-x86_64.chi.zst,f/fdkaac-1.0.2-2-x86_64.chi.zst
fdupes,1%3A2.1.2-2,2,fdupes-1%3A2.1.2-2-x86_64.chi.zst,f/fdupes-1%3A2.1.2-2-x86_64.chi.zst
feh,3.10-1,1,feh-3.10-1-x86_64.chi.zst,f/feh-3.10-1-x86_64.chi.zst
fetchmail,6.4.29-1,1,fetchmail-6.4.29-1-x86_64.chi.zst,f/fetchmail-6.4.29-1-x86_64.chi.zst
ffcall,2.4-2,2,ffcall-2.4-2-x86_64.chi.zst,f/ffcall-2.4-2-x86_64.chi.zst
fflas-ffpack,2.5.0-1,1,fflas-ffpack-2.5.0-1-x86_64.chi.zst,f/fflas-ffpack-2.5.0-1-x86_64.chi.zst
ffmpeg,2%3A6.0-8,8,ffmpeg-2%3A6.0-8-x86_64.chi.zst,f/ffmpeg-2%3A6.0-8-x86_64.chi.zst
ffmpeg4.4,4.4.4-1,1,ffmpeg4.4-4.4.4-1-x86_64.chi.zst,f/ffmpeg4.4-4.4.4-1-x86_64.chi.zst
ffmpegthumbnailer,2.2.2-5,5,ffmpegthumbnailer-2.2.2-5-x86_64.chi.zst,f/ffmpegthumbnailer-2.2.2-5-x86_64.chi.zst
fftw,3.3.10-4,4,fftw-3.3.10-4-x86_64.chi.zst,f/fftw-3.3.10-4-x86_64.chi.zst
figlet,2.2.5-4,4,figlet-2.2.5-4-x86_64.chi.zst,f/figlet-2.2.5-4-x86_64.chi.zst
file,5.44-3,3,file-5.44-3-x86_64.chi.zst,f/file-5.44-3-x86_64.chi.zst
file-roller,43.0-2,2,file-roller-43.0-2-x86_64.chi.zst,f/file-roller-43.0-2-x86_64.chi.zst
filesystem,2023.03.21-1,1,filesystem-2023.03.21-1-x86_64.chi.zst,f/filesystem-2023.03.21-1-x86_64.chi.zst
filezilla,3.65.0-1,1,filezilla-3.65.0-1-x86_64.chi.zst,f/filezilla-3.65.0-1-x86_64.chi.zst
findutils,4.9.0-3,3,findutils-4.9.0-3-x86_64.chi.zst,f/findutils-4.9.0-3-x86_64.chi.zst
firefox,116.0.2-1,1,firefox-116.0.2-1-x86_64.chi.zst,f/firefox-116.0.2-1-x86_64.chi.zst
firefox-developer-edition,104.0b8-1,1,firefox-developer-edition-104.0b8-1-x86_64.chi.zst,f/firefox-developer-edition-104.0b8-1-x86_64.chi.zst
firejail,0.9.62-1,1,firejail-0.9.62-1-x86_64.chi.zst,f/firejail-0.9.62-1-x86_64.chi.zst
firewalld,0.8.3-1,1,firewalld-0.8.3-1-any.chi.zst,f/firewalld-0.8.3-1-any.chi.zst
five-or-more,3.32.3-1,1,five-or-more-3.32.3-1-x86_64.chi.zst,f/five-or-more-3.32.3-1-x86_64.chi.zst
flac,1.4.3-1,1,flac-1.4.3-1-x86_64.chi.zst,f/flac-1.4.3-1-x86_64.chi.zst
flake8,1%3A4.0.1-5,5,flake8-1%3A4.0.1-5-any.chi.zst,f/flake8-1%3A4.0.1-5-any.chi.zst
flashrom,1.2-4,4,flashrom-1.2-4-x86_64.chi.zst,f/flashrom-1.2-4-x86_64.chi.zst
flat-remix-dark-icon,1.71-1,1,flat-remix-dark-icon-1.71-1-any.chi.zst,f/flat-remix-dark-icon-1.71-1-any.chi.zst
flatpak,1%3A1.15.4-1,1,flatpak-1%3A1.15.4-1-x86_64.chi.zst,f/flatpak-1%3A1.15.4-1-x86_64.chi.zst
flatpak-builder,1.2.3-1,1,flatpak-builder-1.2.3-1-x86_64.chi.zst,f/flatpak-builder-1.2.3-1-x86_64.chi.zst
flex,2.6.4-5,5,flex-2.6.4-5-x86_64.chi.zst,f/flex-2.6.4-5-x86_64.chi.zst
flickcurl,1.26-12,12,flickcurl-1.26-12-x86_64.chi.zst,f/flickcurl-1.26-12-x86_64.chi.zst
flint,2.8.5-1,1,flint-2.8.5-1-x86_64.chi.zst,f/flint-2.8.5-1-x86_64.chi.zst
flintqs,1%3A1.0-3,3,flintqs-1%3A1.0-3-x86_64.chi.zst,f/flintqs-1%3A1.0-3-x86_64.chi.zst
flowblade,2.10.0.4-1,1,flowblade-2.10.0.4-1-any.chi.zst,f/flowblade-2.10.0.4-1-any.chi.zst
fltk,1.3.8-1,1,fltk-1.3.8-1-x86_64.chi.zst,f/fltk-1.3.8-1-x86_64.chi.zst
fluent-kde-theme-git,r79.3d3e41c-2,2,fluent-kde-theme-git-r79.3d3e41c-2-any.chi.zst,f/fluent-kde-theme-git-r79.3d3e41c-2-any.chi.zst
fluidsynth,2.3.3-1,1,fluidsynth-2.3.3-1-x86_64.chi.zst,f/fluidsynth-2.3.3-1-x86_64.chi.zst
fluxbox,1.3.7-6,6,fluxbox-1.3.7-6-x86_64.chi.zst,f/fluxbox-1.3.7-6-x86_64.chi.zst
fmt,10.0.0-1,1,fmt-10.0.0-1-x86_64.chi.zst,f/fmt-10.0.0-1-x86_64.chi.zst
folks,0.15.6-1,1,folks-0.15.6-1-x86_64.chi.zst,f/folks-0.15.6-1-x86_64.chi.zst
fontconfig,2%3A2.14.2-1,1,fontconfig-2%3A2.14.2-1-x86_64.chi.zst,f/fontconfig-2%3A2.14.2-1-x86_64.chi.zst
foomatic-db,3%3A20230402-1,1,foomatic-db-3%3A20230402-1-any.chi.zst,f/foomatic-db-3%3A20230402-1-any.chi.zst
foomatic-db-engine,4%3A20220521-1,1,foomatic-db-engine-4%3A20220521-1-x86_64.chi.zst,f/foomatic-db-engine-4%3A20220521-1-x86_64.chi.zst
foomatic-db-gutenprint-ppds,5.3.4-2,2,foomatic-db-gutenprint-ppds-5.3.4-2-x86_64.chi.zst,f/foomatic-db-gutenprint-ppds-5.3.4-2-x86_64.chi.zst
foomatic-db-nonfree,3%3A20230402-1,1,foomatic-db-nonfree-3%3A20230402-1-any.chi.zst,f/foomatic-db-nonfree-3%3A20230402-1-any.chi.zst
foomatic-db-nonfree-ppds,3%3A20230402-1,1,foomatic-db-nonfree-ppds-3%3A20230402-1-any.chi.zst,f/foomatic-db-nonfree-ppds-3%3A20230402-1-any.chi.zst
foomatic-db-ppds,3%3A20230402-1,1,foomatic-db-ppds-3%3A20230402-1-any.chi.zst,f/foomatic-db-ppds-3%3A20230402-1-any.chi.zst
fop,2.7-1,1,fop-2.7-1-any.chi.zst,f/fop-2.7-1-any.chi.zst
force-upgrade,22.10.06-0656,0656,force-upgrade-22.10.06-0656-any.chi.zst,f/force-upgrade-22.10.06-0656-any.chi.zst
four-in-a-row,3.38.1-1,1,four-in-a-row-3.38.1-1-x86_64.chi.zst,f/four-in-a-row-3.38.1-1-x86_64.chi.zst
fpc,3.2.2-8,8,fpc-3.2.2-8-x86_64.chi.zst,f/fpc-3.2.2-8-x86_64.chi.zst
fpc-src,3.2.2-3,3,fpc-src-3.2.2-3-any.chi.zst,f/fpc-src-3.2.2-3-any.chi.zst
fplll,5.4.1-1,1,fplll-5.4.1-1-x86_64.chi.zst,f/fplll-5.4.1-1-x86_64.chi.zst
frameworkintegration,5.108.0-1,1,frameworkintegration-5.108.0-1-x86_64.chi.zst,f/frameworkintegration-5.108.0-1-x86_64.chi.zst
freeglut,3.4.0-1,1,freeglut-3.4.0-1-x86_64.chi.zst,f/freeglut-3.4.0-1-x86_64.chi.zst
freeimage,3.18.0-20,20,freeimage-3.18.0-20-x86_64.chi.zst,f/freeimage-3.18.0-20-x86_64.chi.zst
freeoffice,1062-1,1,freeoffice-1062-1-x86_64.chi.zst,f/freeoffice-1062-1-x86_64.chi.zst
freerdp,2%3A2.10.0-4,4,freerdp-2%3A2.10.0-4-x86_64.chi.zst,f/freerdp-2%3A2.10.0-4-x86_64.chi.zst
freetds,1.3.10-1,1,freetds-1.3.10-1-x86_64.chi.zst,f/freetds-1.3.10-1-x86_64.chi.zst
freetype2,2.13.1-1,1,freetype2-2.13.1-1-x86_64.chi.zst,f/freetype2-2.13.1-1-x86_64.chi.zst
frei0r-plugins,2.3.0-2,2,frei0r-plugins-2.3.0-2-x86_64.chi.zst,f/frei0r-plugins-2.3.0-2-x86_64.chi.zst
fribidi,1.0.13-2,2,fribidi-1.0.13-2-x86_64.chi.zst,f/fribidi-1.0.13-2-x86_64.chi.zst
fsarchiver,0.8.7-1,1,fsarchiver-0.8.7-1-x86_64.chi.zst,f/fsarchiver-0.8.7-1-x86_64.chi.zst
fstrm,0.6.1-1,1,fstrm-0.6.1-1-x86_64.chi.zst,f/fstrm-0.6.1-1-x86_64.chi.zst
ftgl,2.4.0-2,2,ftgl-2.4.0-2-x86_64.chi.zst,f/ftgl-2.4.0-2-x86_64.chi.zst
funcoeszz,15.5-1,1,funcoeszz-15.5-1-any.chi.zst,f/funcoeszz-15.5-1-any.chi.zst
fuse-common,3.16.1-1,1,fuse-common-3.16.1-1-x86_64.chi.zst,f/fuse-common-3.16.1-1-x86_64.chi.zst
fuse2,2.9.9-4,4,fuse2-2.9.9-4-x86_64.chi.zst,f/fuse2-2.9.9-4-x86_64.chi.zst
fuse3,3.16.1-1,1,fuse3-3.16.1-1-x86_64.chi.zst,f/fuse3-3.16.1-1-x86_64.chi.zst
fuseiso,20070708-8,8,fuseiso-20070708-8-x86_64.chi.zst,f/fuseiso-20070708-8-x86_64.chi.zst
fwupd,1.9.3-1,1,fwupd-1.9.3-1-x86_64.chi.zst,f/fwupd-1.9.3-1-x86_64.chi.zst
fwupd-efi,1.4-1,1,fwupd-efi-1.4-1-x86_64.chi.zst,f/fwupd-efi-1.4-1-x86_64.chi.zst
fzf,0.42.0-1,1,fzf-0.42.0-1-x86_64.chi.zst,f/fzf-0.42.0-1-x86_64.chi.zst
galculator,2.1.4-5,5,galculator-2.1.4-5-x86_64.chi.zst,g/galculator-2.1.4-5-x86_64.chi.zst
gambas3-dev-tools,3.18.3-2,2,gambas3-dev-tools-3.18.3-2-x86_64.chi.zst,g/gambas3-dev-tools-3.18.3-2-x86_64.chi.zst
gambas3-gb-args,3.18.3-2,2,gambas3-gb-args-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-args-3.18.3-2-x86_64.chi.zst
gambas3-gb-cairo,3.18.3-2,2,gambas3-gb-cairo-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-cairo-3.18.3-2-x86_64.chi.zst
gambas3-gb-chart,3.18.3-2,2,gambas3-gb-chart-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-chart-3.18.3-2-x86_64.chi.zst
gambas3-gb-clipper,3.18.3-2,2,gambas3-gb-clipper-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-clipper-3.18.3-2-x86_64.chi.zst
gambas3-gb-complex,3.18.3-2,2,gambas3-gb-complex-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-complex-3.18.3-2-x86_64.chi.zst
gambas3-gb-compress,3.18.3-2,2,gambas3-gb-compress-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-compress-3.18.3-2-x86_64.chi.zst
gambas3-gb-crypt,3.18.3-2,2,gambas3-gb-crypt-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-crypt-3.18.3-2-x86_64.chi.zst
gambas3-gb-data,3.18.3-2,2,gambas3-gb-data-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-data-3.18.3-2-x86_64.chi.zst
gambas3-gb-db,3.18.3-2,2,gambas3-gb-db-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-db-3.18.3-2-x86_64.chi.zst
gambas3-gb-db-form,3.18.3-2,2,gambas3-gb-db-form-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-db-form-3.18.3-2-x86_64.chi.zst
gambas3-gb-db-mysql,3.18.3-2,2,gambas3-gb-db-mysql-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-db-mysql-3.18.3-2-x86_64.chi.zst
gambas3-gb-db-odbc,3.18.3-2,2,gambas3-gb-db-odbc-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-db-odbc-3.18.3-2-x86_64.chi.zst
gambas3-gb-db-postgresql,3.18.3-2,2,gambas3-gb-db-postgresql-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-db-postgresql-3.18.3-2-x86_64.chi.zst
gambas3-gb-db-sqlite3,3.18.3-2,2,gambas3-gb-db-sqlite3-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-db-sqlite3-3.18.3-2-x86_64.chi.zst
gambas3-gb-dbus,3.18.3-2,2,gambas3-gb-dbus-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-dbus-3.18.3-2-x86_64.chi.zst
gambas3-gb-desktop,3.18.3-2,2,gambas3-gb-desktop-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-desktop-3.18.3-2-x86_64.chi.zst
gambas3-gb-desktop-gnome,3.18.3-2,2,gambas3-gb-desktop-gnome-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-desktop-gnome-3.18.3-2-x86_64.chi.zst
gambas3-gb-desktop-x11,3.18.3-2,2,gambas3-gb-desktop-x11-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-desktop-x11-3.18.3-2-x86_64.chi.zst
gambas3-gb-eval-highlight,3.18.3-2,2,gambas3-gb-eval-highlight-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-eval-highlight-3.18.3-2-x86_64.chi.zst
gambas3-gb-form,3.18.3-2,2,gambas3-gb-form-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-form-3.18.3-2-x86_64.chi.zst
gambas3-gb-form-dialog,3.18.3-2,2,gambas3-gb-form-dialog-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-form-dialog-3.18.3-2-x86_64.chi.zst
gambas3-gb-form-editor,3.18.3-2,2,gambas3-gb-form-editor-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-form-editor-3.18.3-2-x86_64.chi.zst
gambas3-gb-form-htmlview,3.18.3-2,2,gambas3-gb-form-htmlview-3.18.3-2-x86_64.chi.zst,g/gambas3-gb-form-htmlview-3.18.3-2-x86_64.chi.zst
